country_str,country_id,test_oct_2007,res_oct_2007,test_nov_2007,res_nov_2007,test_dec_2007,res_dec_2007,test_jan_2008,res_jan_2008,test_feb_2008,res_feb_2008,test_mar_2008,res_mar_2008,test_apr_2008,res_apr_2008,test_may_2008,res_may_2008
Hong Kong,84,0,0,0,0,5,0,80,11,236,19,260,38,0,0,0,0
